concept_name,table_name,field_name,concept_with_context
"partial CD7, CD13, dim CD15, CD33, CD38, CD58, CD117, dim CD123, HLA-DR and partial MPO+. (BM) | dim CD4, CD11b, variable CD13, partial CD14, dim CD15, variable CD16, CD33, CD38, CD58, CD64, CD123 and HLA-DR. (Promonocyte/blast equivalents)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_partial CD7, CD13, dim CD15, CD33, CD38, CD58, CD117, dim CD123, HLA-DR and partial MPO+. (BM) | dim CD4, CD11b, variable CD13, partial CD14, dim CD15, variable CD16, CD33, CD38, CD58, CD64, CD123 and HLA-DR. (Promonocyte/blast equivalents)"
"CD7, CD13, CD33, CD38, CD58, CD117, CD123, partial MPO+",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD7, CD13, CD33, CD38, CD58, CD117, CD123, partial MPO+"
"CD13, CD33, bright CD34, CD38, CD58, CD117, and TdT",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD33, bright CD34, CD38, CD58, CD117, and TdT"
"Positive for CD34, CD117, HLADR, CD33, CD13 and Negative for CD11b and CD64 (Bone Marrow Immunophenotyping)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Positive for CD34, CD117, HLADR, CD33, CD13 and Negative for CD11b and CD64 (Bone Marrow Immunophenotyping)"
"Positive for CD34, CD117, CD13, HLA-DR, CD33 and CD38 (Bone Marrow Immunophenotyping)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Positive for CD34, CD117, CD13, HLA-DR, CD33 and CD38 (Bone Marrow Immunophenotyping)"
"These are positive for CD34, CD117, HLADR, CD33, CD13, CD14 and CD11b. (Bone Marrow Immunophenotyping)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_These are positive for CD34, CD117, HLADR, CD33, CD13, CD14 and CD11b. (Bone Marrow Immunophenotyping)"
"dimCD7, CD13, dimCD14, dimCD20, CD33, CD34, CD117, CD123, dim HLA-DR and MPO positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_dimCD7, CD13, dimCD14, dimCD20, CD33, CD34, CD117, CD123, dim HLA-DR and MPO positive"
"CD33, CD38, CD56, CD117, and myeloperoxidase",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD33, CD38, CD56, CD117, and myeloperoxidase"
"These are positive for HLA-DR, CD34,CD117, CD33, CD11B, CD64 but Negative for CD13, CD14, CD16, MPO, TDT and all B and T cell markers (Bone Marrow Immunophenotyping)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_These are positive for HLA-DR, CD34,CD117, CD33, CD11B, CD64 but Negative for CD13, CD14, CD16, MPO, TDT and all B and T cell markers (Bone Marrow Immunophenotyping)"
"CD13, partial CD15, CD33, CD34, weak CD64, very weak partial CD117, and myeloperoxidase",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, partial CD15, CD33, CD34, weak CD64, very weak partial CD117, and myeloperoxidase"
"CD13, CD33, CD117, CD123, dim HLA-DR and MPO | CD11b, CD13, CD33, CD117, CD64, CD123, and dim HLA-DR. (Blasts with monocytic differentiation (about 10% of blasts).)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD33, CD117, CD123, dim HLA-DR and MPO | CD11b, CD13, CD33, CD117, CD64, CD123, and dim HLA-DR. (Blasts with monocytic differentiation (about 10% of blasts).)"
"CD2(-), CD4(partial dim +), CD7(variably +), CD11b(-), CD13(+), CD14(-), CD15(partial +), CD16(-), CD33(variably +), CD34(partial+), CD36(-), CD38(variably +), CD45(variably +), CD56(-), CD64(-), CD117(+), HLA-DR(partial +).",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD2(-), CD4(partial dim +), CD7(variably +), CD11b(-), CD13(+), CD14(-), CD15(partial +), CD16(-), CD33(variably +), CD34(partial+), CD36(-), CD38(variably +), CD45(variably +), CD56(-), CD64(-), CD117(+), HLA-DR(partial +)."
"partial weak CD7, CD13, CD33, CD34, CD117, myeloperoxidase, and partial HLA-DR",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_partial weak CD7, CD13, CD33, CD34, CD117, myeloperoxidase, and partial HLA-DR"
"Positive (""The large majority of cells (around 90%) are an abnormal population of myeloblasts. The myeloblasts are positive for CD33, CD13, HLA-DR, and CD117, and show uniform aberrant expression of CD7. A subset of the blasts are positive for myeloperoxidase, and a smaller subset shows dim aberrant expression of CD19. The blasts are almost entirely negative for CD34."")",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Positive (""The large majority of cells (around 90%) are an abnormal population of myeloblasts. The myeloblasts are positive for CD33, CD13, HLA-DR, and CD117, and show uniform aberrant expression of CD7. A subset of the blasts are positive for myeloperoxidase, and a smaller subset shows dim aberrant expression of CD19. The blasts are almost entirely negative for CD34."")"
"CD13, CD33, CD38, CD56, CD58, partial CD64, CD117, CD123, and MPO positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD33, CD38, CD56, CD58, partial CD64, CD117, CD123, and MPO positive"
"CD13, CD33, CD38, CD58, dim CD64, CD117, CD123, and MPO",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD33, CD38, CD58, dim CD64, CD117, CD123, and MPO"
"Positive (""Approximately 55% of assayed cells are an abnormal population of immature monocytic cells (consistent with monoblasts and promonocytes). Approximately 30% of assayed cells are mature monocytes. Both the immature and mature monocytic cells show uniform aberrant expression of CD56. A small population of myeloblasts (CD117+/CD34neg) is present, accounting for less than 5% of assayed cells.)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Positive (""Approximately 55% of assayed cells are an abnormal population of immature monocytic cells (consistent with monoblasts and promonocytes). Approximately 30% of assayed cells are mature monocytes. Both the immature and mature monocytic cells show uniform aberrant expression of CD56. A small population of myeloblasts (CD117+/CD34neg) is present, accounting for less than 5% of assayed cells.)"
"These are positive for CD34, CD117, HLADR, CD33 and CD13 (Bone Mrrow Immunophenotyping)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_These are positive for CD34, CD117, HLADR, CD33 and CD13 (Bone Mrrow Immunophenotyping)"
"They are positive for CD34, HLADR, CD117, CD13 and MPO and negative for TDT. (Bone Marrow Immunophenotyping)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_They are positive for CD34, HLADR, CD117, CD13 and MPO and negative for TDT. (Bone Marrow Immunophenotyping)"
"Myeloblasts 1% positive for CD34, CD117, HLADR, CD13, CD33, for TDT and all B and T-cell markers. (Bone marrow Immunophenotyping)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Myeloblasts 1% positive for CD34, CD117, HLADR, CD13, CD33, for TDT and all B and T-cell markers. (Bone marrow Immunophenotyping)"
"CD13, CD33, CD34, partial CD117, CD123, HLA-DR",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD33, CD34, partial CD117, CD123, HLA-DR"
"CD13, CD33, CD117, CD123, and HLA-DR",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD33, CD117, CD123, and HLA-DR"
"CD13, CD33, CD34, partial CD64, CD71, CD117, CD123, and HLA-DR",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD33, CD34, partial CD64, CD71, CD117, CD123, and HLA-DR"
"CD13, dimCD33, CD34, CD38, CD117, dimCD123, dim HLA-DR, and dim MPO positive.",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, dimCD33, CD34, CD38, CD117, dimCD123, dim HLA-DR, and dim MPO positive."
Granulocytes are significantly decreased (Bone marrow Immunophenotyping),labreports,surface_antigens_immunohistochemical_stains,labreports_surface_antigens_immunohistochemical_stains_Granulocytes are significantly decreased (Bone marrow Immunophenotyping)
No increased or immunophenotypically abnormal nlast cell populations identified. (Bone Marrow Immunophenotyping),labreports,surface_antigens_immunohistochemical_stains,labreports_surface_antigens_immunohistochemical_stains_No increased or immunophenotypically abnormal nlast cell populations identified. (Bone Marrow Immunophenotyping)
"CD33, CD34 (subset), CD41, CD58, CD61 and Factor-8 positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD33, CD34 (subset), CD41, CD58, CD61 and Factor-8 positive"
"dimCD7, CD13, CD33, CD34, partial CD56, CD117, dimCD123",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_dimCD7, CD13, CD33, CD34, partial CD56, CD117, dimCD123"
"CD13, CD33, CD34, CD38, CD117, CD123, dim HLA-DR, TdT, and MPO positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD33, CD34, CD38, CD117, CD123, dim HLA-DR, TdT, and MPO positive"
"CD13, CD33, CD38, CD58, CD64, dim CD71, CD123, CD117, MPO positive -FISH for t(15;17)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD33, CD38, CD58, CD64, dim CD71, CD123, CD117, MPO positive -FISH for t(15;17)"
"CD13, dim CD33, CD43, CD117",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, dim CD33, CD43, CD117"
"CD13, dim CD33, partial CD34, dim CD117",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, dim CD33, partial CD34, dim CD117"
"CD7, CD13, CD33, partial CD34, partial CD64, CD117, CD123, HLA-DR and partial MPO+",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD7, CD13, CD33, partial CD34, partial CD64, CD117, CD123, HLA-DR and partial MPO+"
"Increased CD117 positive, partial CD34 positive myeloblasts representing approximately 61% of the leukocytes most consistent with acute myeloid leukemia",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Increased CD117 positive, partial CD34 positive myeloblasts representing approximately 61% of the leukocytes most consistent with acute myeloid leukemia"
"dimCD11b, dimCD13, CD14, dimCD33, CD64, variable CD123, HLA-DR CD13,dimCD33, dim variable CD34, CD117, CD123, HLA-DR",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_dimCD11b, dimCD13, CD14, dimCD33, CD64, variable CD123, HLA-DR CD13,dimCD33, dim variable CD34, CD117, CD123, HLA-DR"
No morphological evidence of acute leukemia (Bone Marrow Immunophenotyping),labreports,surface_antigens_immunohistochemical_stains,labreports_surface_antigens_immunohistochemical_stains_No morphological evidence of acute leukemia (Bone Marrow Immunophenotyping)
"Positive for CD34, CD117, HLADR, CD13 AND CD33. (Bone Marrow Immunphenotyping)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Positive for CD34, CD117, HLADR, CD13 AND CD33. (Bone Marrow Immunphenotyping)"
"Increased atypical CD34 positive, CD7 positive myeloblasts",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Increased atypical CD34 positive, CD7 positive myeloblasts"
Increased atypical CD34+myeloblasts representing 80%of leukocytes suggestive of recurrent AML.,labreports,surface_antigens_immunohistochemical_stains,labreports_surface_antigens_immunohistochemical_stains_Increased atypical CD34+myeloblasts representing 80%of leukocytes suggestive of recurrent AML.
"CD11b, CD13, CD14, CD33, CD56 and bright CD64+",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD11b, CD13, CD14, CD33, CD56 and bright CD64+"
"dim CD4, CD11b, partial CD13, partial CD14, CD15, CD33, partial CD56, CD58, bright CD64, partial CD123 and HLA-DR-positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_dim CD4, CD11b, partial CD13, partial CD14, CD15, CD33, partial CD56, CD58, bright CD64, partial CD123 and HLA-DR-positive"
"Large population of CD117pos, CD34neg, HLA-DR neg myeloblasts, representing 78% of leukocytes consistent w/AML.",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Large population of CD117pos, CD34neg, HLA-DR neg myeloblasts, representing 78% of leukocytes consistent w/AML."
The study reveals a minute subset of myeloblasts with mild immunophenotypic variation; the significance of this finding is unclear and it is not diagnostic for recurrent or persistent myeloid neoplasia. (No evidence of disease by flow),labreports,surface_antigens_immunohistochemical_stains,labreports_surface_antigens_immunohistochemical_stains_The study reveals a minute subset of myeloblasts with mild immunophenotypic variation; the significance of this finding is unclear and it is not diagnostic for recurrent or persistent myeloid neoplasia. (No evidence of disease by flow)
"CD2, CD11b, CD13, CD33, CD34, CD38, CD56, CD58, CD117, CD123, and HLA-DR positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD2, CD11b, CD13, CD33, CD34, CD38, CD56, CD58, CD117, CD123, and HLA-DR positive"
"CD7, CD13, CD33, CD34, CD38, CD58, CD117, dim CD123 HLA-DR and MPO+ ,",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD7, CD13, CD33, CD34, CD38, CD58, CD117, dim CD123 HLA-DR and MPO+ ,"
"CD13, dim CD33, subset CD34, CD38, CD117, 123, MPO(+)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, dim CD33, subset CD34, CD38, CD117, 123, MPO(+)"
"CD13, partial CD15, CD34, CD38, partial CD56, CD58, partial CD117 and CD123+",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, partial CD15, CD34, CD38, partial CD56, CD58, partial CD117 and CD123+"
"bright CD38, moderate CD45, CD138, cytoplasmic kappalight chain+.",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_bright CD38, moderate CD45, CD138, cytoplasmic kappalight chain+."
"Large population of CD117 pos myeloblasts, representing 80% of leukocytes, consistent w/ AML.",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Large population of CD117 pos myeloblasts, representing 80% of leukocytes, consistent w/ AML."
"CD11b, varibleCD13, CD14, brightCD33, CD64, and HLA-DR positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD11b, varibleCD13, CD14, brightCD33, CD64, and HLA-DR positive"
"Not detected for the FLT3 Internal Tandem Duplication (ITD). Not detected for the FLT3 TKD Mutation. No BCR-ABL1 transcripts are detected. MLL partial tandem duplication (MLL-PTD) is not detected. Pathogenic alterations are detected in the ASXL1, BRAF, EZH2, JAK2, NRAS and SETBP1 genes. (Bone Marrow Immunophenotyping) | Positive for CD34, CD117, HLADR, CD33, and CD13 | Negative for MPO and TDT",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Not detected for the FLT3 Internal Tandem Duplication (ITD). Not detected for the FLT3 TKD Mutation. No BCR-ABL1 transcripts are detected. MLL partial tandem duplication (MLL-PTD) is not detected. Pathogenic alterations are detected in the ASXL1, BRAF, EZH2, JAK2, NRAS and SETBP1 genes. (Bone Marrow Immunophenotyping) | Positive for CD34, CD117, HLADR, CD33, and CD13 | Negative for MPO and TDT"
"These are positive for CD34, CD117, HLADR, CD33 and CD13. (Bone Marrow Immunophenotyping)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_These are positive for CD34, CD117, HLADR, CD33 and CD13. (Bone Marrow Immunophenotyping)"
Not detected for the FLT3 Internal Tandem Duplication (ITD). Not detected for the FLT3 TKD Mutation. MLL partial tandem duplication (MLL-PTD) is not detected. Pathogenic alteration is detected in the TET2 gene. Genomic alterations of uncertain significance are detected in the EZH2 and NF1 genes. (Bone Marrow Immunophenotyping) | MLL partial tandem duplication is not detected. Not detected for the FLT3 ITD and TKD mutations. (Bone Marrow Immunophenotyping (Continued)),labreports,surface_antigens_immunohistochemical_stains,labreports_surface_antigens_immunohistochemical_stains_Not detected for the FLT3 Internal Tandem Duplication (ITD). Not detected for the FLT3 TKD Mutation. MLL partial tandem duplication (MLL-PTD) is not detected. Pathogenic alteration is detected in the TET2 gene. Genomic alterations of uncertain significance are detected in the EZH2 and NF1 genes. (Bone Marrow Immunophenotyping) | MLL partial tandem duplication is not detected. Not detected for the FLT3 ITD and TKD mutations. (Bone Marrow Immunophenotyping (Continued))
"Positive (CD7, CD11b, CD13, CD33, dim CD34, CD38, dim CD45, CD117, HLA-DR)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Positive (CD7, CD11b, CD13, CD33, dim CD34, CD38, dim CD45, CD117, HLA-DR)"
A very dim/negative CD45 population was also detected by the flow analysis. This population is negative for all the myeloid and lymphoid markers including CD34. This is mentioned here for documentation purposes but we believe that they do not represent blasts. (Bone Marrow Immunophenotyping),labreports,surface_antigens_immunohistochemical_stains,labreports_surface_antigens_immunohistochemical_stains_A very dim/negative CD45 population was also detected by the flow analysis. This population is negative for all the myeloid and lymphoid markers including CD34. This is mentioned here for documentation purposes but we believe that they do not represent blasts. (Bone Marrow Immunophenotyping)
"Increased CD34+ myeloblasts, representing 42% of leukocytes, suspicious for AML",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Increased CD34+ myeloblasts, representing 42% of leukocytes, suspicious for AML"
"These are positive for CD34, CD117, HLADR, CD33, and CD13. (Bone Marrow Immunophenotyping)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_These are positive for CD34, CD117, HLADR, CD33, and CD13. (Bone Marrow Immunophenotyping)"
"Negative (CD10, CD20, CD22, Cyt CD79a, Cyt CD3, CD7, CD16, CD56, CD14, CD15, CD64, CD117, HLA-DR, TdT) | Positive (CD38, CD11b, CD13, CD33, CD34, Dim CD45, MPO,)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Negative (CD10, CD20, CD22, Cyt CD79a, Cyt CD3, CD7, CD16, CD56, CD14, CD15, CD64, CD117, HLA-DR, TdT) | Positive (CD38, CD11b, CD13, CD33, CD34, Dim CD45, MPO,)"
"Atypical monocytes (are about 91.5%). They are CD45+, CD33+, HLADR++.CD13+, CD14+. CD15++, CD64++, CD116++, CD11b+++,CD11c++,CD38+ and CD34(-),CD117(-). A small population of monoclonal B-cells, CD19+, CD5+(<1%)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Atypical monocytes (are about 91.5%). They are CD45+, CD33+, HLADR++.CD13+, CD14+. CD15++, CD64++, CD116++, CD11b+++,CD11c++,CD38+ and CD34(-),CD117(-). A small population of monoclonal B-cells, CD19+, CD5+(<1%)"
"CD2(+), surface CD3(-), cytoplasmic CD3(dim +), CD4(-), CD7(partial +), CD11b(partial +), CD13(variably +), CD14(few +), CD15(-), CD16(-), CD33(-), CD34(partial +), CD36(-), CD38(bright +), CD45(dim +), CD56(small subset +), CD64(-), CD117(+), HLA-DR(partial +), MPO(partial +), TdT(partial dim+)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD2(+), surface CD3(-), cytoplasmic CD3(dim +), CD4(-), CD7(partial +), CD11b(partial +), CD13(variably +), CD14(few +), CD15(-), CD16(-), CD33(-), CD34(partial +), CD36(-), CD38(bright +), CD45(dim +), CD56(small subset +), CD64(-), CD117(+), HLA-DR(partial +), MPO(partial +), TdT(partial dim+)"
"Negative (CD10, CD19, CD20, CD22, Cyt CD79a, Cyt CD3, CD7, CD16, CD56, CD11b, CD14, CD15, CD33, CD64, MPO) | Positive (CD38, CD13, CD34, Dim CD45, Dim CD117, HLA-DR, TdT)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Negative (CD10, CD19, CD20, CD22, Cyt CD79a, Cyt CD3, CD7, CD16, CD56, CD11b, CD14, CD15, CD33, CD64, MPO) | Positive (CD38, CD13, CD34, Dim CD45, Dim CD117, HLA-DR, TdT)"
"CD2(-), CD4(dim +), CD7(-), CD10(-), CD11b(-), CD13(bright +), CD14(-), CD15(partial +), CD16(-), CD22(-), CD19(partial +), CD33(partial +), CD34(+), CD36(-), CD38(bright and variably +), CD45(+), CD56(-), CD64(-), CD79a(-), CD117(+), HLA-DR(predominantly + and variable), TdT(partial +), and MPO(-) | In addition, there is a 0.92% population of CD117(bright +)/CD34(-)/CD45(dim +)/CD33(- to dim +) small cells with low orthogonal light scatter. The exact identity of these cells is uncertain",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD2(-), CD4(dim +), CD7(-), CD10(-), CD11b(-), CD13(bright +), CD14(-), CD15(partial +), CD16(-), CD22(-), CD19(partial +), CD33(partial +), CD34(+), CD36(-), CD38(bright and variably +), CD45(+), CD56(-), CD64(-), CD79a(-), CD117(+), HLA-DR(predominantly + and variable), TdT(partial +), and MPO(-) | In addition, there is a 0.92% population of CD117(bright +)/CD34(-)/CD45(dim +)/CD33(- to dim +) small cells with low orthogonal light scatter. The exact identity of these cells is uncertain"
"Relative increase in CD117pos,CD34neg myeloid blasts, representing 16% of total leukocytes, most consistent with myeloid neoplasm such as advanced MDS or AML.",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Relative increase in CD117pos,CD34neg myeloid blasts, representing 16% of total leukocytes, most consistent with myeloid neoplasm such as advanced MDS or AML."
"CD2(-), CD4(-), CD7(partial +), CD11b(-), CD13(+), CD14(-), CD15(partial +), CD16(-), CD33(+), CD34(+), CD36(-), CD38(partial +), CD45(+),CD56(+), CD64(-), CD117(partial +), HLA-DR(partial +). | In addition, there is a 0.01% population of small cells with the following immunophenotype: CD5(+), CD10(-), CD19(+), CD20(dim+), CD38(-), CD45(+), lambda(dim +), and kappa(-).",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD2(-), CD4(-), CD7(partial +), CD11b(-), CD13(+), CD14(-), CD15(partial +), CD16(-), CD33(+), CD34(+), CD36(-), CD38(partial +), CD45(+),CD56(+), CD64(-), CD117(partial +), HLA-DR(partial +). | In addition, there is a 0.01% population of small cells with the following immunophenotype: CD5(+), CD10(-), CD19(+), CD20(dim+), CD38(-), CD45(+), lambda(dim +), and kappa(-)."
"CD13, CD34, CD58, CD117, partial MPO and HLA-DR +",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD34, CD58, CD117, partial MPO and HLA-DR +"
"Positive (CD13, dim CD33, CD34, CD38, CD58 and CD123+)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Positive (CD13, dim CD33, CD34, CD38, CD58 and CD123+)"
"variable CD11b, CD13, dim CD33, CD34, CD58, CD117, CD123",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_variable CD11b, CD13, dim CD33, CD34, CD58, CD117, CD123"
"CD4(+), CD5(partial +), CD7(partial +), CD11b(-), CD13(+), CD14(-), CD15(predominantly -), CD16(-), CD33(+), CD34(+), CD36(-),CD38(variably +), CD45(variably +), CD56(predominantly -), CD64(partial +), CD117(+), HLA-DR(predominantly + and variable),MPO(-), TdT(-).",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD4(+), CD5(partial +), CD7(partial +), CD11b(-), CD13(+), CD14(-), CD15(predominantly -), CD16(-), CD33(+), CD34(+), CD36(-),CD38(variably +), CD45(variably +), CD56(predominantly -), CD64(partial +), CD117(+), HLA-DR(predominantly + and variable),MPO(-), TdT(-)."
"FLT3 (ITD) Not detected. Not detected for the FLT3 TKD Mutation. Pathogenic alterations are detected in the BCOR, IDH2 and WT1 genes. Positive for CD34, HLADR, CD117, CD13, CD33 and CD43 and negative for CD11B, CD14, CD64, TDT and MPO. (Bone Marrow Immunophenotyping)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_FLT3 (ITD) Not detected. Not detected for the FLT3 TKD Mutation. Pathogenic alterations are detected in the BCOR, IDH2 and WT1 genes. Positive for CD34, HLADR, CD117, CD13, CD33 and CD43 and negative for CD11B, CD14, CD64, TDT and MPO. (Bone Marrow Immunophenotyping)"
"Positive (dim CD4, CD11b, variable CD13, partial CD14, CD33, variable CD56, bright CD64, dim CD123 and HLA-DR-positive, comprising ~75% of WBCs. There is also about 5% of blasts are positive for CD117, CD13, CD33, HLA-DR, CD123, amd CD11b. Lymphocytes account for 13% of WBCs and include 74% T cells, 19% B cells and 7% NK cells. T cells show a CD4:CD8 ratio of 5:1 without aberrant antigen expression.) | Positive (B cells are polytypic by surface light chain expression with a kappa to lambda ratio of 1.2:1.)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Positive (dim CD4, CD11b, variable CD13, partial CD14, CD33, variable CD56, bright CD64, dim CD123 and HLA-DR-positive, comprising ~75% of WBCs. There is also about 5% of blasts are positive for CD117, CD13, CD33, HLA-DR, CD123, amd CD11b. Lymphocytes account for 13% of WBCs and include 74% T cells, 19% B cells and 7% NK cells. T cells show a CD4:CD8 ratio of 5:1 without aberrant antigen expression.) | Positive (B cells are polytypic by surface light chain expression with a kappa to lambda ratio of 1.2:1.)"
"Positive (CD11b, variable CD13, CD14, CD33, dim CD56, bright CD64, and HLA-DR+)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Positive (CD11b, variable CD13, CD14, CD33, dim CD56, bright CD64, and HLA-DR+)"
"Positive (CD7, CD13, dimCD33, CD34, variable CD38, CD56, dim CD58, variable CD117, dimCD123 and dim HLA-DR positive)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Positive (CD7, CD13, dimCD33, CD34, variable CD38, CD56, dim CD58, variable CD117, dimCD123 and dim HLA-DR positive)"
"Positive (CD38, CD7, CD2) | Negative (CD10, CD19, CD22, CD16, CD56, CD13, CD14, CD15, CD33, CD34, CD117, MPO, HLA-DR) | Dim Positive (cCD3, CD11b, CD64)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Positive (CD38, CD7, CD2) | Negative (CD10, CD19, CD22, CD16, CD56, CD13, CD14, CD15, CD33, CD34, CD117, MPO, HLA-DR) | Dim Positive (cCD3, CD11b, CD64)"
"92% population of variably-sized cells with the following immunophenotype: CD2(-), CD4(-), CD7(-), CD11b(-), CD13(-), CD14(-), CD15(+), CD16(-), CD33(-), CD34(+), CD36(-), CD38(variably +), CD45(variably +), CD56(-), CD64(-), CD117(variably +), HLA-DR(partial +).",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_92% population of variably-sized cells with the following immunophenotype: CD2(-), CD4(-), CD7(-), CD11b(-), CD13(-), CD14(-), CD15(+), CD16(-), CD33(-), CD34(+), CD36(-), CD38(variably +), CD45(variably +), CD56(-), CD64(-), CD117(variably +), HLA-DR(partial +)."
